domain,source_order,source_journal_name,impact_factor,jcr_value,cass_value,issn_l,print_issn,eissn,all_issns,crossref_publisher,resolution_status,pubmed_supported,pubmed_record_count,pubmed_checked_at,source_url,verification_status
biology,147,Mycology-An International Journal On Fungal Biology,5.7,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,148,MITOCHONDRION,5.7,Q1,3区,,1567-7249,,"[""1567-7249""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,149,Essays in Biochemistry,5.7,Q1,2区,,0071-1365,1744-1358,"[""0071-1365"",""1744-1358""]",Portland Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,150,ZOOLOGICAL RESEARCH,5.6,Q1,1区,,0254-5853,,"[""0254-5853""]",China Science Publishing & Media Ltd.,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,151,BMC PLANT BIOLOGY,5.6,Q1,2区,,1471-2229,1471-2229,"[""1471-2229""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,152,Current Research in Microbial Sciences,5.6,Q1,2区,,2666-5174,,"[""2666-5174""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,153,New Biotechnology,5.6,Q1,2区,,1871-6784,,"[""1871-6784""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,154,PROTEIN SCIENCE,5.6,Q1,3区,,0961-8368,1469-896X,"[""0961-8368"",""1469-896X""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,155,Non-coding RNA Research,5.6,Q1,2区,,2468-0540,,"[""2468-0540""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,156,Artificial Cells Nanomedicine and Biotechnology,5.6,Q1,2区,,2169-1401,2169-141X,"[""2169-1401"",""2169-141X""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,157,Biomolecules,5.6,Q1,2区,,,2218-273X,"[""2218-273X""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,158,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,5.6,Q1,3区,,,1422-0067,"[""1422-0067""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,159,BIOINFORMATICS,5.5,Q1,3区,,,,[],,ambiguous,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,160,Biology Direct,5.5,Q1,2区,,1745-6150,1745-6150,"[""1745-6150""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,161,Phenomics,5.5,Q1,2区,,2730-583X,2730-5848,"[""2730-583X"",""2730-5848""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,162,BMC BIOLOGY,5.4,Q1,2区,,1741-7007,1741-7007,"[""1741-7007""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,163,BIOLOGICAL RESEARCH,5.4,Q1,2区,,0716-9760,0716-9760,"[""0716-9760"",""0717-6287""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,164,mBio,5.4,Q1,2区,,2150-7511,2150-7511,"[""2150-7511"",""2161-2129""]",American Society for Microbiology,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,165,BMC MICROBIOLOGY,5.4,Q1,2区,,1471-2180,1471-2180,"[""1471-2180""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,166,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,5.4,Q1,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,167,BOTANICAL REVIEW,5.4,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,168,AIMS Microbiology,5.4,Q1,4区,,2471-1888,,"[""2471-1888""]",American Institute of Mathematical Sciences,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,169,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,5.3,Q1,1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,170,PLANT CELL REPORTS,5.3,Q1,2区,,0721-7714,1432-203X,"[""0721-7714"",""1432-203X""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,171,Probiotics and Antimicrobial Proteins,5.3,Q1,2区,,1867-1306,1867-1314,"[""1867-1306"",""1867-1314""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,172,Frontiers in Cell and Developmental Biology,5.3,Q1,2区,,,2296-634X,"[""2296-634X""]",Frontiers Media SA,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,173,Plant Methods,5.2,Q1,2区,,1746-4811,1746-4811,"[""1746-4811""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,174,Interdisciplinary Sciences-Computational Life Sciences,5.2,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,175,BIOFACTORS,5.2,Q1,3区,,0951-6433,1872-8081,"[""0951-6433"",""1872-8081""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,176,Current Plant Biology,5.1,Q1,3区,,2214-6628,,"[""2214-6628""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,177,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,5.1,Q1,2区,,0098-8472,,"[""0098-8472""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,178,JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,5.1,Q1,3区,,1138-7548,1877-8755,"[""1138-7548"",""1877-8755""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,179,ANNALS OF MICROBIOLOGY,5.1,Q1,3区,,1590-4261,1869-2044,"[""1590-4261"",""1869-2044""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,180,GigaScience,5,Q1,2区,,2047-217X,2047-217X,"[""2047-217X""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,181,Algal Research-Biomass Biofuels and Bioproducts,5,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,182,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,5,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,183,Biophysical Reviews,5,Q1,4区,,1867-2450,1867-2469,"[""1867-2450"",""1867-2469""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,184,CELL CALCIUM,4.9,Q1,2区,,0143-4160,,"[""0143-4160""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,185,BIOLOGICAL PROCEDURES ONLINE,4.9,Q1,3区,,1480-9222,1480-9222,"[""1480-9222""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,186,BioScience Trends,4.9,Q1,3区,,1881-7815,1881-7823,"[""1881-7815"",""1881-7823""]",International Research and Cooperation Association for Bio & Socio-Sciences Advancement,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,187,JOURNAL OF PLANT PHYSIOLOGY,4.8,Q1,2区,,0176-1617,,"[""0176-1617""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,188,Epigenetics Insights,4.8,Q1,4区,,,2516-8657,"[""2516-8657""]",Maximum Academic Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,189,Plants-Basel,4.7,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,190,PLANT AND CELL PHYSIOLOGY,4.7,Q1,2区,,0032-0781,1471-9053,"[""0032-0781"",""1471-9053""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,191,Synthetic Biology,4.7,Q1,4区,,,2397-7000,"[""2397-7000""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,192,EUROPEAN JOURNAL OF HUMAN GENETICS,4.6,Q1,2区,,1018-4813,1476-5438,"[""1018-4813"",""1476-5438""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,193,STRUCTURE,4.6,Q1,2区,,0969-2126,1878-4186,"[""0969-2126"",""1878-4186""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,194,PLANT SCIENCE,4.6,Q1,2区,,0168-9452,,"[""0168-9452""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,195,Animal Microbiome,4.5,Q1,2区,,,2524-4671,"[""2524-4671""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,196,Microbial Genomics,4.5,Q1,2区,,2057-5858,2057-5858,"[""2057-5858""]",Microbiology Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,197,ACS Synthetic Biology,4.5,Q1,2区,,2161-5063,2161-5063,"[""2161-5063""]",American Chemical Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,198,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,4.5,Q1,2区,,1672-9145,1745-7270,"[""1672-9145"",""1745-7270""]",China Science Publishing & Media Ltd.,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,199,Biophysics Reviews,4.5,Q1,4区,,,2688-4089,"[""2688-4089""]",American Institute of Physics,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,200,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,4.5,Q1,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,201,npj Systems Biology and Applications,4.4,Q1,2区,,,2056-7189,"[""2056-7189""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,202,BMC BIOINFORMATICS,4.4,Q1,4区,,1471-2105,1471-2105,"[""1471-2105""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,203,Epigenetics & Chromatin,4.4,Q1,2区,,1756-8935,1756-8935,"[""1756-8935""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,204,PLANTA,4.4,Q1,3区,,0032-0935,1432-2048,"[""0032-0935"",""1432-2048""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,205,MICROBIAL ECOLOGY,4.3,Q1,3区,,0095-3628,1432-184X,"[""0095-3628"",""1432-184X""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,206,Acta Crystallographica Section D-Structural Biology,4.3,Q1,4区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,207,Evolution Letters,4.3,Q1,1区,,2056-3744,2056-3744,"[""2056-3744""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,208,JOURNAL OF PHYCOLOGY,4.3,Q1,3区,,0022-3646,1529-8817,"[""0022-3646"",""1529-8817""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,209,Water Biology and Security,4.3,Q1,1区,,2772-7351,,"[""2772-7351""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,210,Plant Genome,4.3,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,211,Journal of Fungi,4.3,Q1,2区,,,2309-608X,"[""2309-608X""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,212,Biology-Basel,4.3,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,213,FASEB JOURNAL,4.3,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,214,Environmental Epigenetics,4.3,Q1,2区,,,2058-5888,"[""2058-5888""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,215,Frontiers in Fungal Biology,4.3,Q1,4区,,,2673-6128,"[""2673-6128""]",Frontiers Media SA,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,216,CURRENT OPINION IN GENETICS & DEVELOPMENT,4.3,Q1,2区,,0959-437X,,"[""0959-437X""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,217,JOURNAL OF PLANT GROWTH REGULATION,4.2,Q1,3区,,0721-7595,1435-8107,"[""0721-7595"",""1435-8107""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,218,IEEE TRANSACTIONS ON NANOBIOSCIENCE,4.2,Q1,3区,,1536-1241,1558-2639,"[""1536-1241"",""1558-2639""]",Institute of Electrical and Electronics Engineers,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,219,Current Research in Structural Biology,4.2,Q1,3区,,2665-928X,,"[""2665-928X""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,220,Mobile DNA,4.2,Q1,3区,,1759-8753,1759-8753,"[""1759-8753""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,221,Non-Coding RNA,4.2,Q1,3区,,,2311-553X,"[""2311-553X""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,222,HARMFUL ALGAE,4.1,Q1,2区,,1568-9883,,"[""1568-9883""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,223,IEEE-ACM Transactions on Computational Biology and Bioinformatics,4.1,Q1,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,224,MycoKeys,4.1,Q1,2区,,1314-4057,1314-4049,"[""1314-4049"",""1314-4057""]",Pensoft Publishers,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,225,ANNALS OF BOTANY,4.1,Q1,2区,,0305-7364,1095-8290,"[""0305-7364"",""1095-8290""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,226,Fungal Biology Reviews,4.1,Q1,2区,,1749-4613,,"[""1749-4613""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,227,MYCOPATHOLOGIA,4.1,Q1,2区,,0301-486X,1573-0832,"[""0301-486X"",""1573-0832""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,228,Plant Signaling & Behavior,4.1,Q1,4区,,1559-2316,1559-2324,"[""1559-2316"",""1559-2324""]",Landes Bioscience,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,229,DEVELOPMENT,4,Q1,2区,,,,[],,ambiguous,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,230,Interface Focus,4,Q1,3区,,2042-8898,2042-8901,"[""2042-8898"",""2042-8901""]",The Royal Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,231,Movement Ecology,4,Q1,1区,,2051-3933,2051-3933,"[""2051-3933""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,232,MOLECULAR PHYLOGENETICS AND EVOLUTION,4,Q1,1区,,1055-7903,1095-9513,"[""1055-7903"",""1095-9513""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,233,PHYSIOLOGIA PLANTARUM,4,Q1,2区,,0031-9317,1399-3054,"[""0031-9317"",""1399-3054""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,234,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,4,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,235,MYCORRHIZA,4,Q1,2区,,0940-6360,1432-1890,"[""0940-6360"",""1432-1890""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,236,DIFFERENTIATION,4,Q1,3区,,0301-4681,1432-0436,"[""0301-4681"",""1432-0436""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,237,JOURNAL OF CELLULAR PHYSIOLOGY,4,Q1,3区,,0021-9541,1097-4652,"[""0021-9541"",""1097-4652""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,238,PLANT GROWTH REGULATION,4,Q1,3区,,0167-6903,1573-5087,"[""0167-6903"",""1573-5087""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,239,Current Opinion in Systems Biology,4,Q1,4区,,2452-3100,,"[""2452-3100""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,240,Rhizosphere,3.9,Q1,3区,,2452-2198,,"[""2452-2198""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,241,MOLECULAR PLANT-MICROBE INTERACTIONS,3.9,Q1,3区,,0894-0282,0894-0282,"[""0894-0282"",""1943-7706""]",Scientific Societies,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,242,Alpine Botany,3.9,Q1,2区,,1664-2201,1664-221X,"[""1664-2201"",""1664-221X""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,243,Life-Basel,3.9,Q1,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,244,Reproduction and Fertility,3.8,Q1,4区,,2633-8386,2633-8386,"[""2633-8386""]",Bioscientifica,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,245,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,3.8,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,246,Integrative Zoology,3.7,Q1,1区,,,,[],,ambiguous,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,247,MOLECULAR ECOLOGY,3.7,Q1,1区,,0962-1083,1365-294X,"[""0962-1083"",""1365-294X""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,248,PLoS Computational Biology,3.7,Q1,2区,,1553-734X,1553-7358,"[""1553-734X"",""1553-7358""]",Public Library of Science,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,249,Animal Cells and Systems,3.6,Q1,3区,,1976-8354,2151-2485,"[""1976-8354"",""2151-2485""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,250,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,3.6,Q1,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,251,JOURNAL OF APPLIED PHYCOLOGY,3.6,Q1,3区,,0921-8971,1573-5176,"[""0921-8971"",""1573-5176""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,252,Frontiers in Bioinformatics,3.6,Q1,4区,,,2673-7647,"[""2673-7647""]",Frontiers Media SA,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,253,Scientifica,3.6,Q1,3区,,2090-908X,2090-908X,"[""2090-908X""]",Hindawi (Scientifica),resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,254,CORAL REEFS,3.5,Q1,2区,,0722-4028,1432-0975,"[""0722-4028"",""1432-0975""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,255,Frontiers in Marine Science,3.4,Q1,3区,,,2296-7745,"[""2296-7745""]",Frontiers Media SA,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,256,COMPUTATIONAL BIOLOGY AND CHEMISTRY,3.4,Q1,4区,,1476-9271,,"[""1476-9271""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,257,ALGAE,3.3,Q1,2区,,1226-2617,2093-0860,"[""1226-2617"",""2093-0860""]",The Korean Society of Phycology,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
biology,258,Life Sciences in Space Research,3.3,Q1,3区,,2214-5524,,"[""2214-5524""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/WF9YQz6_lCBo4rw_3ZeHWw,pending_clarivate_verification
